Time,Name,IP,Value,X,Y
2023-06-28 21:52:49.019,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,4.75,7.3
2023-06-28 21:52:49.022,Peppa Pig,48:a1:95:eb:c6:21,-57,4.75,7.3
2023-06-28 21:52:49.023,BUAA-WiFi,18:64:72:d3:21:b0,-52,4.75,7.3
2023-06-28 21:52:49.024,AP1_5G,f0:b4:29:db:56:86,-57,4.75,7.3
2023-06-28 21:52:49.025,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-47,4.75,7.3
2023-06-28 21:52:49.026,AP1,f0:b4:29:db:56:85,-45,4.75,7.3
2023-06-28 21:52:49.028,Peppa Pig,48:a1:95:eb:c6:20,-65,4.75,7.3
2023-06-28 21:52:49.029,BUAA-Mobile,18:64:72:d3:21:b1,-53,4.75,7.3
2023-06-28 21:52:49.030,BUAA-Mobile,18:64:72:d3:03:91,-72,4.75,7.3
2023-06-28 21:52:49.030,BUAA-WiFi,18:64:72:d3:03:90,-71,4.75,7.3
2023-06-28 21:52:49.031,BUAA-Mobile,18:64:72:d3:29:41,-91,4.75,7.3
2023-06-28 21:52:49.032,BUAA-WiFi,18:64:72:d3:29:40,-94,4.75,7.3
2023-06-28 21:52:49.033,,32:b4:9e:60:24:33,-75,4.75,7.3
2023-06-28 21:52:49.033,xiao group,8a:25:93:86:e0:4c,-95,4.75,7.3
2023-06-28 21:52:49.034,BUAA-WiFi,18:64:72:d3:03:80,-73,4.75,7.3
2023-06-28 21:52:49.035,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-87,4.75,7.3
2023-06-28 21:52:49.036,BUAA-Mobile,b0:f9:63:24:28:f2,-86,4.75,7.3
2023-06-28 21:52:49.036,BUAA-WiFi,b0:f9:63:24:28:f0,-93,4.75,7.3
2023-06-28 21:52:49.037,BUAA-Mobile,18:64:72:d3:03:81,-59,4.75,7.3
2023-06-28 21:52:49.038,BUAA-Mobile,18:64:72:d3:21:a1,-52,4.75,7.3
2023-06-28 21:52:49.038,CMT,28:64:b0:7b:b0:a0,-88,4.75,7.3
2023-06-28 21:52:49.039,BUAA-WiFi,18:64:72:d3:21:a0,-53,4.75,7.3
2023-06-28 21:52:49.997,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,4.75,7.3
2023-06-28 21:52:50.000,Peppa Pig,48:a1:95:eb:c6:21,-57,4.75,7.3
2023-06-28 21:52:50.002,BUAA-WiFi,18:64:72:d3:21:b0,-52,4.75,7.3
2023-06-28 21:52:50.003,AP1_5G,f0:b4:29:db:56:86,-57,4.75,7.3
2023-06-28 21:52:50.004,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-47,4.75,7.3
2023-06-28 21:52:50.005,AP1,f0:b4:29:db:56:85,-45,4.75,7.3
2023-06-28 21:52:50.006,Peppa Pig,48:a1:95:eb:c6:20,-65,4.75,7.3
2023-06-28 21:52:50.009,BUAA-Mobile,18:64:72:d3:21:b1,-53,4.75,7.3
2023-06-28 21:52:50.010,BUAA-Mobile,18:64:72:d3:03:91,-72,4.75,7.3
2023-06-28 21:52:50.011,BUAA-WiFi,18:64:72:d3:03:90,-71,4.75,7.3
2023-06-28 21:52:50.012,BUAA-Mobile,18:64:72:d3:29:41,-91,4.75,7.3
2023-06-28 21:52:50.013,BUAA-WiFi,18:64:72:d3:29:40,-94,4.75,7.3
2023-06-28 21:52:50.014,,32:b4:9e:60:24:33,-75,4.75,7.3
2023-06-28 21:52:50.016,xiao group,8a:25:93:86:e0:4c,-95,4.75,7.3
2023-06-28 21:52:50.017,BUAA-WiFi,18:64:72:d3:03:80,-73,4.75,7.3
2023-06-28 21:52:50.018,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-87,4.75,7.3
2023-06-28 21:52:50.020,BUAA-Mobile,b0:f9:63:24:28:f2,-86,4.75,7.3
2023-06-28 21:52:50.022,BUAA-WiFi,b0:f9:63:24:28:f0,-93,4.75,7.3
2023-06-28 21:52:50.023,BUAA-Mobile,18:64:72:d3:03:81,-59,4.75,7.3
2023-06-28 21:52:50.024,BUAA-Mobile,18:64:72:d3:21:a1,-52,4.75,7.3
2023-06-28 21:52:50.024,CMT,28:64:b0:7b:b0:a0,-88,4.75,7.3
2023-06-28 21:52:50.025,BUAA-WiFi,18:64:72:d3:21:a0,-53,4.75,7.3
2023-06-28 21:52:50.997,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,4.75,7.3
2023-06-28 21:52:51.000,Peppa Pig,48:a1:95:eb:c6:21,-57,4.75,7.3
