Time,Name,IP,Value,X,Y
2023-06-28 20:24:08.068,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,0.5,7.3
2023-06-28 20:24:08.070,Peppa Pig,48:a1:95:eb:c6:21,-71,0.5,7.3
2023-06-28 20:24:08.073,BUAA-Mobile,18:64:72:d3:21:b1,-45,0.5,7.3
2023-06-28 20:24:08.075,BUAA-WiFi,18:64:72:d3:21:b0,-49,0.5,7.3
2023-06-28 20:24:08.076,AP1_5G,f0:b4:29:db:56:86,-58,0.5,7.3
2023-06-28 20:24:08.077,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-37,0.5,7.3
2023-06-28 20:24:08.078,Peppa Pig,48:a1:95:eb:c6:20,-60,0.5,7.3
2023-06-28 20:24:08.078,AP1,f0:b4:29:db:56:85,-43,0.5,7.3
2023-06-28 20:24:08.080,401,f0:2f:74:f0:27:50,-96,0.5,7.3
2023-06-28 20:24:08.083,BUAA-Mobile,18:64:72:d3:03:81,-64,0.5,7.3
2023-06-28 20:24:08.084,BUAA-WiFi,18:64:72:d3:03:80,-65,0.5,7.3
2023-06-28 20:24:08.084,,aa:39:b3:d8:a7:52,-88,0.5,7.3
2023-06-28 20:24:08.085,BUAA-WiFi,18:64:72:d3:29:40,-77,0.5,7.3
2023-06-28 20:24:08.086,BUAA-Mobile,b0:f9:63:24:51:b2,-87,0.5,7.3
2023-06-28 20:24:08.086,BUAA-WiFi,b0:f9:63:24:51:b0,-88,0.5,7.3
2023-06-28 20:24:08.087,BUAA-Mobile,18:64:72:d3:21:a1,-52,0.5,7.3
2023-06-28 20:24:08.088,BUAA-WiFi,18:64:72:d3:21:a0,-53,0.5,7.3
2023-06-28 20:24:08.088,,d6:35:38:a3:d0:a8,-97,0.5,7.3
2023-06-28 20:24:08.089,buaa508,ec:b9:70:af:6e:22,-94,0.5,7.3
2023-06-28 20:24:08.090,BUAA-Mobile,18:64:72:d3:29:41,-76,0.5,7.3
2023-06-28 20:24:08.090,TP-LINK_93C7C3,88:25:93:93:c7:c3,-93,0.5,7.3
2023-06-28 20:24:08.091,HP,d0:76:e7:28:95:fb,-95,0.5,7.3
2023-06-28 20:24:08.092,BUAA-Mobile,18:64:72:d3:03:91,-59,0.5,7.3
2023-06-28 20:24:08.093,BUAA-WiFi,18:64:72:d3:03:90,-60,0.5,7.3
2023-06-28 20:24:08.093,BUAA-Mobile,b0:f9:63:24:54:b2,-95,0.5,7.3
2023-06-28 20:24:08.094,BUAA-WiFi,b0:f9:63:24:54:b0,-94,0.5,7.3
2023-06-28 20:24:08.096,CMT,28:64:b0:7b:b0:a0,-79,0.5,7.3
2023-06-28 20:24:08.097,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-87,0.5,7.3
2023-06-28 20:24:08.098,BUAA-Mobile,18:64:72:d3:1f:e1,-95,0.5,7.3
2023-06-28 20:24:09.051,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,0.5,7.3
2023-06-28 20:24:09.059,Peppa Pig,48:a1:95:eb:c6:21,-71,0.5,7.3
2023-06-28 20:24:09.062,BUAA-Mobile,18:64:72:d3:21:b1,-45,0.5,7.3
2023-06-28 20:24:09.065,BUAA-WiFi,18:64:72:d3:21:b0,-49,0.5,7.3
2023-06-28 20:24:09.067,AP1_5G,f0:b4:29:db:56:86,-58,0.5,7.3
2023-06-28 20:24:09.069,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-37,0.5,7.3
2023-06-28 20:24:09.070,Peppa Pig,48:a1:95:eb:c6:20,-60,0.5,7.3
2023-06-28 20:24:09.072,AP1,f0:b4:29:db:56:85,-43,0.5,7.3
2023-06-28 20:24:09.073,401,f0:2f:74:f0:27:50,-96,0.5,7.3
2023-06-28 20:24:09.074,BUAA-Mobile,18:64:72:d3:03:81,-64,0.5,7.3
2023-06-28 20:24:09.075,BUAA-WiFi,18:64:72:d3:03:80,-65,0.5,7.3
2023-06-28 20:24:09.078,,aa:39:b3:d8:a7:52,-88,0.5,7.3
2023-06-28 20:24:09.079,BUAA-WiFi,18:64:72:d3:29:40,-77,0.5,7.3
2023-06-28 20:24:09.080,BUAA-Mobile,b0:f9:63:24:51:b2,-87,0.5,7.3
2023-06-28 20:24:09.081,BUAA-WiFi,b0:f9:63:24:51:b0,-88,0.5,7.3
2023-06-28 20:24:09.082,BUAA-Mobile,18:64:72:d3:21:a1,-52,0.5,7.3
2023-06-28 20:24:09.083,BUAA-WiFi,18:64:72:d3:21:a0,-53,0.5,7.3
2023-06-28 20:24:09.084,,d6:35:38:a3:d0:a8,-97,0.5,7.3
2023-06-28 20:24:09.086,buaa508,ec:b9:70:af:6e:22,-94,0.5,7.3
2023-06-28 20:24:09.086,BUAA-Mobile,18:64:72:d3:29:41,-76,0.5,7.3
2023-06-28 20:24:09.087,TP-LINK_93C7C3,88:25:93:93:c7:c3,-93,0.5,7.3
