Time,Name,IP,Value,X,Y
2023-06-28 20:42:05.541,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-57,1.5,2.8
2023-06-28 20:42:05.544,Peppa Pig,48:a1:95:eb:c6:21,-73,1.5,2.8
2023-06-28 20:42:05.546,BUAA-Mobile,18:64:72:d3:21:b1,-50,1.5,2.8
2023-06-28 20:42:05.547,BUAA-WiFi,18:64:72:d3:21:b0,-50,1.5,2.8
2023-06-28 20:42:05.549,AP1_5G,f0:b4:29:db:56:86,-55,1.5,2.8
2023-06-28 20:42:05.550,Peppa Pig,48:a1:95:eb:c6:20,-67,1.5,2.8
2023-06-28 20:42:05.551,AP1,f0:b4:29:db:56:85,-33,1.5,2.8
2023-06-28 20:42:05.552,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-45,1.5,2.8
2023-06-28 20:42:05.553,BUAA-Mobile,18:64:72:d3:03:91,-75,1.5,2.8
2023-06-28 20:42:05.555,BUAA-WiFi,18:64:72:d3:03:90,-75,1.5,2.8
2023-06-28 20:42:05.556,xiao group,8a:25:93:86:e0:4c,-85,1.5,2.8
2023-06-28 20:42:05.557,BUAA-WiFi,18:64:72:d3:21:a0,-47,1.5,2.8
2023-06-28 20:42:05.558,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-80,1.5,2.8
2023-06-28 20:42:05.559,BUAA-Mobile,18:64:72:d3:21:a1,-47,1.5,2.8
2023-06-28 20:42:05.559,BUAA-Mobile,18:64:72:d3:29:51,-75,1.5,2.8
2023-06-28 20:42:05.560,BUAA-WiFi,18:64:72:d3:29:50,-74,1.5,2.8
2023-06-28 20:42:06.517,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-57,1.5,2.8
2023-06-28 20:42:06.523,Peppa Pig,48:a1:95:eb:c6:21,-73,1.5,2.8
2023-06-28 20:42:06.526,BUAA-Mobile,18:64:72:d3:21:b1,-50,1.5,2.8
2023-06-28 20:42:06.531,BUAA-WiFi,18:64:72:d3:21:b0,-50,1.5,2.8
2023-06-28 20:42:06.533,AP1_5G,f0:b4:29:db:56:86,-55,1.5,2.8
2023-06-28 20:42:06.536,Peppa Pig,48:a1:95:eb:c6:20,-67,1.5,2.8
2023-06-28 20:42:06.538,AP1,f0:b4:29:db:56:85,-33,1.5,2.8
2023-06-28 20:42:06.539,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-45,1.5,2.8
2023-06-28 20:42:06.540,BUAA-Mobile,18:64:72:d3:03:91,-75,1.5,2.8
2023-06-28 20:42:06.541,BUAA-WiFi,18:64:72:d3:03:90,-75,1.5,2.8
2023-06-28 20:42:06.542,xiao group,8a:25:93:86:e0:4c,-85,1.5,2.8
2023-06-28 20:42:06.543,BUAA-WiFi,18:64:72:d3:21:a0,-47,1.5,2.8
2023-06-28 20:42:06.546,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-80,1.5,2.8
2023-06-28 20:42:06.547,BUAA-Mobile,18:64:72:d3:21:a1,-47,1.5,2.8
2023-06-28 20:42:06.548,BUAA-Mobile,18:64:72:d3:29:51,-75,1.5,2.8
2023-06-28 20:42:06.549,BUAA-WiFi,18:64:72:d3:29:50,-74,1.5,2.8
2023-06-28 20:42:07.518,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-60,1.5,2.8
2023-06-28 20:42:07.522,Peppa Pig,48:a1:95:eb:c6:21,-70,1.5,2.8
2023-06-28 20:42:07.524,BUAA-Mobile,18:64:72:d3:21:b1,-46,1.5,2.8
2023-06-28 20:42:07.527,BUAA-WiFi,18:64:72:d3:21:b0,-48,1.5,2.8
2023-06-28 20:42:07.530,AP1_5G,f0:b4:29:db:56:86,-55,1.5,2.8
2023-06-28 20:42:07.535,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-47,1.5,2.8
2023-06-28 20:42:07.538,Peppa Pig,48:a1:95:eb:c6:20,-62,1.5,2.8
2023-06-28 20:42:07.540,AP1,f0:b4:29:db:56:85,-37,1.5,2.8
2023-06-28 20:42:07.542,BUAA-Mobile,18:64:72:d3:29:41,-86,1.5,2.8
2023-06-28 20:42:07.544,BUAA-WiFi,18:64:72:d3:29:40,-87,1.5,2.8
2023-06-28 20:42:07.546,BUAA-Mobile,18:64:72:d3:03:81,-72,1.5,2.8
2023-06-28 20:42:07.548,BUAA-WiFi,18:64:72:d3:03:80,-71,1.5,2.8
2023-06-28 20:42:07.550,BUAA-Mobile,18:64:72:d3:21:a1,-56,1.5,2.8
2023-06-28 20:42:07.552,BUAA-WiFi,18:64:72:d3:21:a0,-56,1.5,2.8
