Time,Name,IP,Value,X,Y
2023-06-28 20:02:04.016,Peppa Pig,48:a1:95:eb:c6:21,-68,-0.8,2.8
2023-06-28 20:02:04.017,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-65,-0.8,2.8
2023-06-28 20:02:04.018,BUAA-Mobile,18:64:72:d3:21:b1,-50,-0.8,2.8
2023-06-28 20:02:04.020,BUAA-WiFi,18:64:72:d3:21:b0,-53,-0.8,2.8
2023-06-28 20:02:04.020,,56:16:51:1a:5a:0d,-92,-0.8,2.8
2023-06-28 20:02:04.021,AP1_5G,f0:b4:29:db:56:86,-52,-0.8,2.8
2023-06-28 20:02:04.022,,54:16:51:2a:5a:0d,-92,-0.8,2.8
2023-06-28 20:02:04.023,Peppa Pig,48:a1:95:eb:c6:20,-67,-0.8,2.8
2023-06-28 20:02:04.024,AP1,f0:b4:29:db:56:85,-36,-0.8,2.8
2023-06-28 20:02:04.025,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-44,-0.8,2.8
2023-06-28 20:02:04.025,BUAA-Mobile,18:64:72:d3:03:91,-67,-0.8,2.8
2023-06-28 20:02:04.026,BUAA-WiFi,18:64:72:d3:03:90,-67,-0.8,2.8
2023-06-28 20:02:04.027,BUAA-Mobile,18:64:72:d3:21:a1,-44,-0.8,2.8
2023-06-28 20:02:04.028,BUAA-WiFi,18:64:72:d3:03:80,-57,-0.8,2.8
2023-06-28 20:02:04.028,BUAA-WiFi,18:64:72:d3:21:a0,-43,-0.8,2.8
2023-06-28 20:02:04.029,HUAWEI-GYEL3E_5G,c8:94:bb:21:09:24,-91,-0.8,2.8
2023-06-28 20:02:04.030,,28:64:b0:7b:b0:a5,-80,-0.8,2.8
2023-06-28 20:02:04.031,BUAA-Mobile,18:64:72:d3:1f:e1,-84,-0.8,2.8
2023-06-28 20:02:04.032,BUAA-WiFi,18:64:72:d3:1f:e0,-84,-0.8,2.8
2023-06-28 20:02:04.032,BUAA-Mobile,b0:f9:63:24:15:d2,-92,-0.8,2.8
2023-06-28 20:02:04.033,BUAA-Mobile,40:e3:d6:1a:cc:51,-95,-0.8,2.8
2023-06-28 20:02:04.034,buaacw,04:79:75:8f:16:ca,-88,-0.8,2.8
2023-06-28 20:02:04.035,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-83,-0.8,2.8
2023-06-28 20:02:04.035,BUAA-WiFi,18:64:72:d3:29:40,-86,-0.8,2.8
2023-06-28 20:02:04.036,BUAA-Mobile,18:64:72:d3:1b:01,-95,-0.8,2.8
2023-06-28 20:02:04.037,xiao group,8a:25:93:86:e0:4c,-82,-0.8,2.8
2023-06-28 20:02:04.038,CMT,28:64:b0:7b:b0:a0,-77,-0.8,2.8
2023-06-28 20:02:04.039,BUAA-Mobile,18:64:72:d3:03:81,-59,-0.8,2.8
2023-06-28 20:02:04.039,BUAA-Mobile,40:e3:d6:8d:14:61,-87,-0.8,2.8
