Time,Name,IP,Value,X,Y
2023-06-28 20:58:26.504,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,2.0,7.3
2023-06-28 20:58:26.507,Peppa Pig,48:a1:95:eb:c6:21,-67,2.0,7.3
2023-06-28 20:58:26.508,BUAA-Mobile,18:64:72:d3:21:b1,-53,2.0,7.3
2023-06-28 20:58:26.510,BUAA-WiFi,18:64:72:d3:21:b0,-56,2.0,7.3
2023-06-28 20:58:26.510,AP1_5G,f0:b4:29:db:56:86,-60,2.0,7.3
2023-06-28 20:58:26.511,AP1,f0:b4:29:db:56:85,-52,2.0,7.3
2023-06-28 20:58:26.512,Peppa Pig,48:a1:95:eb:c6:20,-60,2.0,7.3
2023-06-28 20:58:26.513,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-41,2.0,7.3
2023-06-28 20:58:26.514,BUAA-Mobile,40:e3:d6:8d:14:61,-84,2.0,7.3
2023-06-28 20:58:26.515,BUAA-Mobile,18:64:72:d3:03:91,-65,2.0,7.3
2023-06-28 20:58:26.515,BUAA-WiFi,18:64:72:d3:03:90,-65,2.0,7.3
2023-06-28 20:58:26.516,307_mobile,0c:b5:27:5e:a2:bc,-95,2.0,7.3
2023-06-28 20:58:26.517,BUAA-WiFi,18:64:72:d3:29:40,-72,2.0,7.3
2023-06-28 20:58:26.518,BUAA-Mobile,18:64:72:d3:21:a1,-59,2.0,7.3
2023-06-28 20:58:26.519,BUAA-Mobile,18:64:72:d3:03:81,-63,2.0,7.3
2023-06-28 20:58:26.519,BUAA-WiFi,18:64:72:d3:21:a0,-57,2.0,7.3
2023-06-28 20:58:27.481,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,2.0,7.3
2023-06-28 20:58:27.487,Peppa Pig,48:a1:95:eb:c6:21,-67,2.0,7.3
2023-06-28 20:58:27.490,BUAA-Mobile,18:64:72:d3:21:b1,-53,2.0,7.3
2023-06-28 20:58:27.492,BUAA-WiFi,18:64:72:d3:21:b0,-56,2.0,7.3
2023-06-28 20:58:27.495,AP1_5G,f0:b4:29:db:56:86,-60,2.0,7.3
2023-06-28 20:58:27.498,AP1,f0:b4:29:db:56:85,-52,2.0,7.3
2023-06-28 20:58:27.500,Peppa Pig,48:a1:95:eb:c6:20,-60,2.0,7.3
2023-06-28 20:58:27.501,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-41,2.0,7.3
2023-06-28 20:58:27.502,BUAA-Mobile,40:e3:d6:8d:14:61,-84,2.0,7.3
