Time,Name,IP,Value,X,Y
2023-06-28 20:03:34.111,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-58,-0.8,3.7
2023-06-28 20:03:34.114,Peppa Pig,48:a1:95:eb:c6:21,-70,-0.8,3.7
2023-06-28 20:03:34.114,BUAA-Mobile,18:64:72:d3:21:b1,-41,-0.8,3.7
2023-06-28 20:03:34.115,BUAA-WiFi,18:64:72:d3:21:b0,-44,-0.8,3.7
2023-06-28 20:03:34.116,AP1_5G,f0:b4:29:db:56:86,-57,-0.8,3.7
2023-06-28 20:03:34.118,AP1,f0:b4:29:db:56:85,-38,-0.8,3.7
2023-06-28 20:03:34.119,Peppa Pig,48:a1:95:eb:c6:20,-52,-0.8,3.7
2023-06-28 20:03:34.121,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-48,-0.8,3.7
2023-06-28 20:03:34.122,BUAA-WiFi,18:64:72:d3:2f:20,-86,-0.8,3.7
2023-06-28 20:03:34.123,buaa508,ec:b9:70:af:6e:22,-92,-0.8,3.7
2023-06-28 20:03:34.124,BUAA-WiFi,18:64:72:d3:29:40,-74,-0.8,3.7
2023-06-28 20:03:34.124,TP-LINK_D64A,30:fc:68:01:d6:4a,-96,-0.8,3.7
2023-06-28 20:03:34.125,BUAA-Mobile,18:64:72:d3:21:a1,-47,-0.8,3.7
2023-06-28 20:03:34.126,BUAA-WiFi,40:e3:d6:8d:14:60,-92,-0.8,3.7
2023-06-28 20:03:34.127,BUAA-Mobile,18:64:72:d3:03:81,-56,-0.8,3.7
2023-06-28 20:03:34.127,BUAA-WiFi,18:64:72:d3:03:80,-56,-0.8,3.7
2023-06-28 20:03:34.128,BUAA-WiFi,18:64:72:d3:21:a0,-47,-0.8,3.7
2023-06-28 20:03:34.129,G1113,9c:2b:a6:f1:db:46,-95,-0.8,3.7
2023-06-28 20:03:34.130,BUAA-Mobile,18:64:72:d3:03:91,-62,-0.8,3.7
2023-06-28 20:03:34.130,BUAA-WiFi,18:64:72:d3:03:90,-61,-0.8,3.7
2023-06-28 20:03:34.132,,32:b4:9e:60:24:33,-92,-0.8,3.7
2023-06-28 20:03:34.133,CMT,28:64:b0:7b:b0:a0,-84,-0.8,3.7
2023-06-28 20:03:34.134,BUAA-Mobile,b0:f9:63:24:34:72,-91,-0.8,3.7
