Time,Name,IP,Value,X,Y
2023-06-28 20:35:42.798,BUAA-Mobile,40:e3:d6:8d:14:71,-94,1.0,7.3
2023-06-28 20:35:42.801,BUAA-WiFi,40:e3:d6:8d:14:70,-94,1.0,7.3
2023-06-28 20:35:42.803,Peppa Pig,48:a1:95:eb:c6:21,-69,1.0,7.3
2023-06-28 20:35:42.804,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-53,1.0,7.3
2023-06-28 20:35:42.805,BUAA-Mobile,18:64:72:d3:21:b1,-45,1.0,7.3
2023-06-28 20:35:42.805,BUAA-WiFi,18:64:72:d3:21:b0,-47,1.0,7.3
2023-06-28 20:35:42.808,AP1_5G,f0:b4:29:db:56:86,-59,1.0,7.3
2023-06-28 20:35:42.808,AP1,f0:b4:29:db:56:85,-63,1.0,7.3
2023-06-28 20:35:42.809,Peppa Pig,48:a1:95:eb:c6:20,-62,1.0,7.3
2023-06-28 20:35:42.810,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-39,1.0,7.3
2023-06-28 20:35:42.811,Xiaomi_3308,a4:39:b3:d8:a7:52,-92,1.0,7.3
2023-06-28 20:35:42.812,BUAA-Mobile,18:64:72:d3:03:91,-60,1.0,7.3
2023-06-28 20:35:42.812,BUAA-WiFi,18:64:72:d3:03:90,-60,1.0,7.3
2023-06-28 20:35:42.813,buaa508,ec:b9:70:af:6e:22,-93,1.0,7.3
2023-06-28 20:35:42.814,BUAA-WiFi,18:64:72:d3:29:40,-78,1.0,7.3
2023-06-28 20:35:42.815,TP-LINK_D64A,30:fc:68:01:d6:4a,-95,1.0,7.3
2023-06-28 20:35:42.816,CMT,28:64:b0:7b:b0:a0,-80,1.0,7.3
2023-06-28 20:35:42.817,BUAA-WiFi,18:64:72:d3:03:80,-63,1.0,7.3
2023-06-28 20:35:42.817,,32:b4:9e:60:24:33,-97,1.0,7.3
2023-06-28 20:35:42.818,,28:64:b0:7b:b0:a5,-98,1.0,7.3
2023-06-28 20:35:42.819,BUAA-Mobile,18:64:72:d3:29:51,-71,1.0,7.3
2023-06-28 20:35:42.820,BUAA-WiFi,18:64:72:d3:29:50,-70,1.0,7.3
2023-06-28 20:35:42.820,BUAA-Mobile,18:64:72:d3:21:a1,-51,1.0,7.3
2023-06-28 20:35:42.821,BUAA-Mobile,40:e3:d6:8d:15:81,-93,1.0,7.3
2023-06-28 20:35:42.822,,28:64:b0:7b:b0:a1,-84,1.0,7.3
2023-06-28 20:35:43.777,BUAA-Mobile,40:e3:d6:8d:14:71,-94,1.0,7.3
2023-06-28 20:35:43.780,BUAA-WiFi,40:e3:d6:8d:14:70,-94,1.0,7.3
2023-06-28 20:35:43.782,Peppa Pig,48:a1:95:eb:c6:21,-69,1.0,7.3
2023-06-28 20:35:43.787,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-53,1.0,7.3
2023-06-28 20:35:43.790,BUAA-Mobile,18:64:72:d3:21:b1,-45,1.0,7.3
2023-06-28 20:35:43.792,BUAA-WiFi,18:64:72:d3:21:b0,-47,1.0,7.3
2023-06-28 20:35:43.793,AP1_5G,f0:b4:29:db:56:86,-59,1.0,7.3
2023-06-28 20:35:43.794,AP1,f0:b4:29:db:56:85,-63,1.0,7.3
2023-06-28 20:35:43.795,Peppa Pig,48:a1:95:eb:c6:20,-62,1.0,7.3
2023-06-28 20:35:43.796,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-39,1.0,7.3
2023-06-28 20:35:43.797,Xiaomi_3308,a4:39:b3:d8:a7:52,-92,1.0,7.3
2023-06-28 20:35:43.798,BUAA-Mobile,18:64:72:d3:03:91,-60,1.0,7.3
2023-06-28 20:35:43.801,BUAA-WiFi,18:64:72:d3:03:90,-60,1.0,7.3
2023-06-28 20:35:43.803,buaa508,ec:b9:70:af:6e:22,-93,1.0,7.3
2023-06-28 20:35:43.804,BUAA-WiFi,18:64:72:d3:29:40,-78,1.0,7.3
2023-06-28 20:35:43.805,TP-LINK_D64A,30:fc:68:01:d6:4a,-95,1.0,7.3
2023-06-28 20:35:43.806,CMT,28:64:b0:7b:b0:a0,-80,1.0,7.3
2023-06-28 20:35:43.807,BUAA-WiFi,18:64:72:d3:03:80,-63,1.0,7.3
2023-06-28 20:35:43.808,,32:b4:9e:60:24:33,-97,1.0,7.3
2023-06-28 20:35:43.809,,28:64:b0:7b:b0:a5,-98,1.0,7.3
2023-06-28 20:35:43.810,BUAA-Mobile,18:64:72:d3:29:51,-71,1.0,7.3
2023-06-28 20:35:43.811,BUAA-WiFi,18:64:72:d3:29:50,-70,1.0,7.3
2023-06-28 20:35:43.812,BUAA-Mobile,18:64:72:d3:21:a1,-51,1.0,7.3
2023-06-28 20:35:43.812,BUAA-Mobile,40:e3:d6:8d:15:81,-93,1.0,7.3
2023-06-28 20:35:43.813,,28:64:b0:7b:b0:a1,-84,1.0,7.3
2023-06-28 20:35:44.777,BUAA-Mobile,40:e3:d6:8d:14:71,-94,1.0,7.3
2023-06-28 20:35:44.781,BUAA-WiFi,40:e3:d6:8d:14:70,-94,1.0,7.3
2023-06-28 20:35:44.784,Peppa Pig,48:a1:95:eb:c6:21,-69,1.0,7.3
2023-06-28 20:35:44.787,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-53,1.0,7.3
2023-06-28 20:35:44.789,BUAA-Mobile,18:64:72:d3:21:b1,-45,1.0,7.3
2023-06-28 20:35:44.792,BUAA-WiFi,18:64:72:d3:21:b0,-47,1.0,7.3
2023-06-28 20:35:44.796,AP1_5G,f0:b4:29:db:56:86,-59,1.0,7.3
2023-06-28 20:35:44.800,AP1,f0:b4:29:db:56:85,-63,1.0,7.3
2023-06-28 20:35:44.802,Peppa Pig,48:a1:95:eb:c6:20,-62,1.0,7.3
2023-06-28 20:35:44.804,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-39,1.0,7.3
2023-06-28 20:35:44.806,Xiaomi_3308,a4:39:b3:d8:a7:52,-92,1.0,7.3
2023-06-28 20:35:44.808,BUAA-Mobile,18:64:72:d3:03:91,-60,1.0,7.3
2023-06-28 20:35:44.811,BUAA-WiFi,18:64:72:d3:03:90,-60,1.0,7.3
2023-06-28 20:35:44.813,buaa508,ec:b9:70:af:6e:22,-93,1.0,7.3
2023-06-28 20:35:44.815,BUAA-WiFi,18:64:72:d3:29:40,-78,1.0,7.3
2023-06-28 20:35:44.817,TP-LINK_D64A,30:fc:68:01:d6:4a,-95,1.0,7.3
2023-06-28 20:35:44.819,CMT,28:64:b0:7b:b0:a0,-80,1.0,7.3
2023-06-28 20:35:44.821,BUAA-WiFi,18:64:72:d3:03:80,-63,1.0,7.3
2023-06-28 20:35:44.823,,32:b4:9e:60:24:33,-97,1.0,7.3
2023-06-28 20:35:44.825,,28:64:b0:7b:b0:a5,-98,1.0,7.3
2023-06-28 20:35:44.827,BUAA-Mobile,18:64:72:d3:29:51,-71,1.0,7.3
2023-06-28 20:35:44.829,BUAA-WiFi,18:64:72:d3:29:50,-70,1.0,7.3
2023-06-28 20:35:44.832,BUAA-Mobile,18:64:72:d3:21:a1,-51,1.0,7.3
2023-06-28 20:35:44.834,BUAA-Mobile,40:e3:d6:8d:15:81,-93,1.0,7.3
2023-06-28 20:35:44.836,,28:64:b0:7b:b0:a1,-84,1.0,7.3
2023-06-28 20:35:45.777,BUAA-Mobile,40:e3:d6:8d:14:71,-94,1.0,7.3
2023-06-28 20:35:45.780,BUAA-WiFi,40:e3:d6:8d:14:70,-94,1.0,7.3
2023-06-28 20:35:45.783,Peppa Pig,48:a1:95:eb:c6:21,-69,1.0,7.3
2023-06-28 20:35:45.785,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-53,1.0,7.3
2023-06-28 20:35:45.788,BUAA-Mobile,18:64:72:d3:21:b1,-45,1.0,7.3
2023-06-28 20:35:45.791,BUAA-WiFi,18:64:72:d3:21:b0,-47,1.0,7.3
2023-06-28 20:35:45.794,AP1_5G,f0:b4:29:db:56:86,-59,1.0,7.3
2023-06-28 20:35:45.796,AP1,f0:b4:29:db:56:85,-63,1.0,7.3
2023-06-28 20:35:45.797,Peppa Pig,48:a1:95:eb:c6:20,-62,1.0,7.3
2023-06-28 20:35:45.800,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-39,1.0,7.3
2023-06-28 20:35:45.801,Xiaomi_3308,a4:39:b3:d8:a7:52,-92,1.0,7.3
2023-06-28 20:35:45.803,BUAA-Mobile,18:64:72:d3:03:91,-60,1.0,7.3
2023-06-28 20:35:45.805,BUAA-WiFi,18:64:72:d3:03:90,-60,1.0,7.3
2023-06-28 20:35:45.807,buaa508,ec:b9:70:af:6e:22,-93,1.0,7.3
