Time,Name,IP,Value,X,Y
2023-06-28 20:44:41.394,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-64,1.5,4.6
2023-06-28 20:44:41.397,Peppa Pig,48:a1:95:eb:c6:21,-71,1.5,4.6
2023-06-28 20:44:41.399,BUAA-Mobile,18:64:72:d3:21:b1,-47,1.5,4.6
2023-06-28 20:44:41.400,BUAA-WiFi,18:64:72:d3:21:b0,-47,1.5,4.6
2023-06-28 20:44:41.402,AP1_5G,f0:b4:29:db:56:86,-56,1.5,4.6
2023-06-28 20:44:41.403,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-37,1.5,4.6
2023-06-28 20:44:41.404,AP1,f0:b4:29:db:56:85,-44,1.5,4.6
2023-06-28 20:44:41.405,BUAA-Mobile,18:64:72:d3:03:91,-72,1.5,4.6
2023-06-28 20:44:41.406,BUAA-WiFi,18:64:72:d3:03:90,-72,1.5,4.6
2023-06-28 20:44:41.407,BUAA-Mobile,18:64:72:d3:21:a1,-52,1.5,4.6
2023-06-28 20:44:41.408,BUAA-WiFi,18:64:72:d3:21:a0,-51,1.5,4.6
2023-06-28 20:44:41.409,,28:64:b0:7b:b0:a1,-96,1.5,4.6
2023-06-28 20:44:41.409,BUAA-Mobile,18:64:72:d3:1f:e1,-78,1.5,4.6
2023-06-28 20:44:41.410,BUAA-WiFi,18:64:72:d3:1f:e0,-77,1.5,4.6
2023-06-28 20:44:41.412,CMT,28:64:b0:7b:b0:a0,-83,1.5,4.6
2023-06-28 20:44:41.413,BUAA-Mobile,18:64:72:d3:29:51,-76,1.5,4.6
2023-06-28 20:44:41.414,BUAA-WiFi,18:64:72:d3:29:50,-77,1.5,4.6
2023-06-28 20:44:41.415,,0c:b5:27:5e:a2:bd,-95,1.5,4.6
2023-06-28 20:44:41.416,BUAA-Mobile,18:64:72:d3:29:41,-76,1.5,4.6
2023-06-28 20:44:41.417,BUAA-WiFi,18:64:72:d3:29:40,-76,1.5,4.6
2023-06-28 20:44:41.419,BUAA-WiFi,18:64:72:d3:03:80,-70,1.5,4.6
2023-06-28 20:44:41.419,蜜蜂飞机楼,6c:72:20:53:4e:95,-92,1.5,4.6
2023-06-28 20:44:42.373,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-64,1.5,4.6
2023-06-28 20:44:42.377,Peppa Pig,48:a1:95:eb:c6:21,-71,1.5,4.6
