Time,Name,IP,Value,X,Y
2023-06-28 20:26:35.614,BUAA-Mobile,40:e3:d6:8d:14:71,-92,0.5,9.1
2023-06-28 20:26:35.617,BUAA-WiFi,40:e3:d6:8d:14:70,-92,0.5,9.1
2023-06-28 20:26:35.618,Peppa Pig,48:a1:95:eb:c6:21,-56,0.5,9.1
2023-06-28 20:26:35.619,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-48,0.5,9.1
2023-06-28 20:26:35.621,BUAA-Mobile,18:64:72:d3:21:b1,-42,0.5,9.1
2023-06-28 20:26:35.622,BUAA-WiFi,18:64:72:d3:21:b0,-43,0.5,9.1
2023-06-28 20:26:35.624,AP1_5G,f0:b4:29:db:56:86,-63,0.5,9.1
2023-06-28 20:26:35.625,AP1,f0:b4:29:db:56:85,-44,0.5,9.1
2023-06-28 20:26:35.626,Peppa Pig,48:a1:95:eb:c6:20,-58,0.5,9.1
2023-06-28 20:26:35.627,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-27,0.5,9.1
2023-06-28 20:26:35.627,buaa508,ec:b9:70:af:6e:22,-92,0.5,9.1
2023-06-28 20:26:35.628,BUAA-WiFi,18:64:72:d3:29:40,-72,0.5,9.1
2023-06-28 20:26:35.629,,32:b4:9e:60:24:33,-79,0.5,9.1
2023-06-28 20:26:35.630,BUAA-Mobile,18:64:72:d3:21:a1,-54,0.5,9.1
2023-06-28 20:26:35.630,BUAA-Mobile,18:64:72:d3:03:81,-63,0.5,9.1
2023-06-28 20:26:35.632,BUAA-WiFi,18:64:72:d3:2f:20,-99,0.5,9.1
2023-06-28 20:26:35.634,TP-LINK_D64A,30:fc:68:01:d6:4a,-94,0.5,9.1
2023-06-28 20:26:35.635,BUAA-WiFi,b0:f9:63:24:0b:90,-97,0.5,9.1
2023-06-28 20:26:35.635,BUAA-Mobile,18:64:72:d3:1b:01,-86,0.5,9.1
2023-06-28 20:26:35.637,BUAA-WiFi,18:64:72:d3:1b:00,-87,0.5,9.1
2023-06-28 20:26:35.638,BUAA-WiFi,18:64:72:d3:21:a0,-51,0.5,9.1
2023-06-28 20:26:35.640,BUAA-Mobile,18:64:72:d3:03:91,-65,0.5,9.1
2023-06-28 20:26:35.640,BUAA-WiFi,18:64:72:d3:03:90,-65,0.5,9.1
2023-06-28 20:26:35.641,,0c:b5:27:5e:a2:c1,-97,0.5,9.1
2023-06-28 20:26:35.642,BUAA-Mobile,18:64:72:d3:29:51,-70,0.5,9.1
2023-06-28 20:26:35.643,BUAA-WiFi,18:64:72:d3:29:50,-70,0.5,9.1
2023-06-28 20:26:35.643,BUAA-Mobile,40:e3:d6:1a:cc:51,-94,0.5,9.1
2023-06-28 20:26:35.644,buaacw_Wi-Fi5,1e:79:75:8f:16:ca,-96,0.5,9.1
2023-06-28 20:26:35.645,BUAA-WiFi,18:64:72:d3:03:80,-61,0.5,9.1
2023-06-28 20:26:35.645,,28:64:b0:7b:b0:a1,-83,0.5,9.1
2023-06-28 20:26:35.646,CMT,28:64:b0:7b:b0:a0,-85,0.5,9.1
2023-06-28 20:26:36.591,BUAA-Mobile,40:e3:d6:8d:14:71,-92,0.5,9.1
2023-06-28 20:26:36.598,BUAA-WiFi,40:e3:d6:8d:14:70,-92,0.5,9.1
2023-06-28 20:26:36.602,Peppa Pig,48:a1:95:eb:c6:21,-56,0.5,9.1
2023-06-28 20:26:36.603,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-48,0.5,9.1
2023-06-28 20:26:36.604,BUAA-Mobile,18:64:72:d3:21:b1,-42,0.5,9.1
2023-06-28 20:26:36.605,BUAA-WiFi,18:64:72:d3:21:b0,-43,0.5,9.1
2023-06-28 20:26:36.606,AP1_5G,f0:b4:29:db:56:86,-63,0.5,9.1
2023-06-28 20:26:36.608,AP1,f0:b4:29:db:56:85,-44,0.5,9.1
2023-06-28 20:26:36.609,Peppa Pig,48:a1:95:eb:c6:20,-58,0.5,9.1
2023-06-28 20:26:36.610,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-27,0.5,9.1
