Time,Name,IP,Value,X,Y
2023-06-28 20:25:24.005,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,0.5,8.2
2023-06-28 20:25:24.008,Peppa Pig,48:a1:95:eb:c6:21,-71,0.5,8.2
2023-06-28 20:25:24.009,BUAA-Mobile,18:64:72:d3:21:b1,-45,0.5,8.2
2023-06-28 20:25:24.010,BUAA-WiFi,18:64:72:d3:21:b0,-49,0.5,8.2
2023-06-28 20:25:24.011,AP1_5G,f0:b4:29:db:56:86,-58,0.5,8.2
2023-06-28 20:25:24.011,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-37,0.5,8.2
2023-06-28 20:25:24.012,Peppa Pig,48:a1:95:eb:c6:20,-60,0.5,8.2
2023-06-28 20:25:24.013,AP1,f0:b4:29:db:56:85,-43,0.5,8.2
2023-06-28 20:25:24.014,401,f0:2f:74:f0:27:50,-96,0.5,8.2
2023-06-28 20:25:24.015,BUAA-Mobile,18:64:72:d3:03:81,-64,0.5,8.2
2023-06-28 20:25:24.016,BUAA-WiFi,18:64:72:d3:03:80,-65,0.5,8.2
2023-06-28 20:25:24.017,,aa:39:b3:d8:a7:52,-88,0.5,8.2
2023-06-28 20:25:24.018,BUAA-WiFi,18:64:72:d3:29:40,-77,0.5,8.2
2023-06-28 20:25:24.018,BUAA-Mobile,b0:f9:63:24:51:b2,-87,0.5,8.2
2023-06-28 20:25:24.020,BUAA-WiFi,b0:f9:63:24:51:b0,-88,0.5,8.2
2023-06-28 20:25:24.021,BUAA-Mobile,18:64:72:d3:21:a1,-52,0.5,8.2
2023-06-28 20:25:24.022,BUAA-WiFi,18:64:72:d3:21:a0,-53,0.5,8.2
2023-06-28 20:25:24.023,,d6:35:38:a3:d0:a8,-97,0.5,8.2
2023-06-28 20:25:24.024,buaa508,ec:b9:70:af:6e:22,-94,0.5,8.2
2023-06-28 20:25:24.025,BUAA-Mobile,18:64:72:d3:29:41,-76,0.5,8.2
2023-06-28 20:25:24.025,TP-LINK_93C7C3,88:25:93:93:c7:c3,-93,0.5,8.2
2023-06-28 20:25:24.026,HP,d0:76:e7:28:95:fb,-95,0.5,8.2
2023-06-28 20:25:24.027,BUAA-Mobile,18:64:72:d3:03:91,-59,0.5,8.2
2023-06-28 20:25:24.028,BUAA-WiFi,18:64:72:d3:03:90,-60,0.5,8.2
2023-06-28 20:25:24.029,BUAA-Mobile,b0:f9:63:24:54:b2,-95,0.5,8.2
2023-06-28 20:25:24.030,BUAA-WiFi,b0:f9:63:24:54:b0,-94,0.5,8.2
2023-06-28 20:25:24.031,CMT,28:64:b0:7b:b0:a0,-79,0.5,8.2
2023-06-28 20:25:24.032,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-87,0.5,8.2
2023-06-28 20:25:24.033,BUAA-Mobile,18:64:72:d3:1f:e1,-95,0.5,8.2
2023-06-28 20:25:24.980,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,0.5,8.2
2023-06-28 20:25:24.984,Peppa Pig,48:a1:95:eb:c6:21,-71,0.5,8.2
2023-06-28 20:25:24.989,BUAA-Mobile,18:64:72:d3:21:b1,-45,0.5,8.2
2023-06-28 20:25:24.994,BUAA-WiFi,18:64:72:d3:21:b0,-49,0.5,8.2
2023-06-28 20:25:24.997,AP1_5G,f0:b4:29:db:56:86,-58,0.5,8.2
2023-06-28 20:25:24.999,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-37,0.5,8.2
2023-06-28 20:25:25.001,Peppa Pig,48:a1:95:eb:c6:20,-60,0.5,8.2
2023-06-28 20:25:25.003,AP1,f0:b4:29:db:56:85,-43,0.5,8.2
2023-06-28 20:25:25.004,401,f0:2f:74:f0:27:50,-96,0.5,8.2
2023-06-28 20:25:25.005,BUAA-Mobile,18:64:72:d3:03:81,-64,0.5,8.2
2023-06-28 20:25:25.006,BUAA-WiFi,18:64:72:d3:03:80,-65,0.5,8.2
2023-06-28 20:25:25.007,,aa:39:b3:d8:a7:52,-88,0.5,8.2
2023-06-28 20:25:25.010,BUAA-WiFi,18:64:72:d3:29:40,-77,0.5,8.2
2023-06-28 20:25:25.011,BUAA-Mobile,b0:f9:63:24:51:b2,-87,0.5,8.2
2023-06-28 20:25:25.012,BUAA-WiFi,b0:f9:63:24:51:b0,-88,0.5,8.2
2023-06-28 20:25:25.013,BUAA-Mobile,18:64:72:d3:21:a1,-52,0.5,8.2
2023-06-28 20:25:25.014,BUAA-WiFi,18:64:72:d3:21:a0,-53,0.5,8.2
2023-06-28 20:25:25.014,,d6:35:38:a3:d0:a8,-97,0.5,8.2
2023-06-28 20:25:25.015,buaa508,ec:b9:70:af:6e:22,-94,0.5,8.2
2023-06-28 20:25:25.016,BUAA-Mobile,18:64:72:d3:29:41,-76,0.5,8.2
2023-06-28 20:25:25.017,TP-LINK_93C7C3,88:25:93:93:c7:c3,-93,0.5,8.2
2023-06-28 20:25:25.018,HP,d0:76:e7:28:95:fb,-95,0.5,8.2
2023-06-28 20:25:25.019,BUAA-Mobile,18:64:72:d3:03:91,-59,0.5,8.2
2023-06-28 20:25:25.021,BUAA-WiFi,18:64:72:d3:03:90,-60,0.5,8.2
2023-06-28 20:25:25.022,BUAA-Mobile,b0:f9:63:24:54:b2,-95,0.5,8.2
2023-06-28 20:25:25.024,BUAA-WiFi,b0:f9:63:24:54:b0,-94,0.5,8.2
2023-06-28 20:25:25.025,CMT,28:64:b0:7b:b0:a0,-79,0.5,8.2
2023-06-28 20:25:25.026,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-87,0.5,8.2
2023-06-28 20:25:25.026,BUAA-Mobile,18:64:72:d3:1f:e1,-95,0.5,8.2
2023-06-28 20:25:25.979,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,0.5,8.2
2023-06-28 20:25:25.982,Peppa Pig,48:a1:95:eb:c6:21,-71,0.5,8.2
2023-06-28 20:25:25.984,BUAA-Mobile,18:64:72:d3:21:b1,-45,0.5,8.2
2023-06-28 20:25:25.987,BUAA-WiFi,18:64:72:d3:21:b0,-49,0.5,8.2
2023-06-28 20:25:25.992,AP1_5G,f0:b4:29:db:56:86,-58,0.5,8.2
2023-06-28 20:25:25.995,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-37,0.5,8.2
2023-06-28 20:25:25.998,Peppa Pig,48:a1:95:eb:c6:20,-60,0.5,8.2
2023-06-28 20:25:26.002,AP1,f0:b4:29:db:56:85,-43,0.5,8.2
2023-06-28 20:25:26.004,401,f0:2f:74:f0:27:50,-96,0.5,8.2
2023-06-28 20:25:26.006,BUAA-Mobile,18:64:72:d3:03:81,-64,0.5,8.2
2023-06-28 20:25:26.008,BUAA-WiFi,18:64:72:d3:03:80,-65,0.5,8.2
2023-06-28 20:25:26.011,,aa:39:b3:d8:a7:52,-88,0.5,8.2
2023-06-28 20:25:26.012,BUAA-WiFi,18:64:72:d3:29:40,-77,0.5,8.2
2023-06-28 20:25:26.013,BUAA-Mobile,b0:f9:63:24:51:b2,-87,0.5,8.2
2023-06-28 20:25:26.014,BUAA-WiFi,b0:f9:63:24:51:b0,-88,0.5,8.2
2023-06-28 20:25:26.016,BUAA-Mobile,18:64:72:d3:21:a1,-52,0.5,8.2
2023-06-28 20:25:26.017,BUAA-WiFi,18:64:72:d3:21:a0,-53,0.5,8.2
2023-06-28 20:25:26.020,,d6:35:38:a3:d0:a8,-97,0.5,8.2
2023-06-28 20:25:26.022,buaa508,ec:b9:70:af:6e:22,-94,0.5,8.2
2023-06-28 20:25:26.024,BUAA-Mobile,18:64:72:d3:29:41,-76,0.5,8.2
2023-06-28 20:25:26.025,TP-LINK_93C7C3,88:25:93:93:c7:c3,-93,0.5,8.2
2023-06-28 20:25:26.027,HP,d0:76:e7:28:95:fb,-95,0.5,8.2
2023-06-28 20:25:26.028,BUAA-Mobile,18:64:72:d3:03:91,-59,0.5,8.2
2023-06-28 20:25:26.029,BUAA-WiFi,18:64:72:d3:03:90,-60,0.5,8.2
2023-06-28 20:25:26.031,BUAA-Mobile,b0:f9:63:24:54:b2,-95,0.5,8.2
2023-06-28 20:25:26.034,BUAA-WiFi,b0:f9:63:24:54:b0,-94,0.5,8.2
2023-06-28 20:25:26.035,CMT,28:64:b0:7b:b0:a0,-79,0.5,8.2
2023-06-28 20:25:26.036,HUAWEI-GYEL3E_5G,a8:5a:e0:db:b5:0c,-87,0.5,8.2
2023-06-28 20:25:26.038,BUAA-Mobile,18:64:72:d3:1f:e1,-95,0.5,8.2
2023-06-28 20:25:26.980,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-55,0.5,8.2
2023-06-28 20:25:26.984,Peppa Pig,48:a1:95:eb:c6:21,-71,0.5,8.2
2023-06-28 20:25:26.987,BUAA-Mobile,18:64:72:d3:21:b1,-45,0.5,8.2
2023-06-28 20:25:26.989,BUAA-WiFi,18:64:72:d3:21:b0,-49,0.5,8.2
