Time,Name,IP,Value,X,Y
2023-06-28 21:41:04.770,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-57,4.0,6.4
2023-06-28 21:41:04.773,Peppa Pig,48:a1:95:eb:c6:21,-70,4.0,6.4
2023-06-28 21:41:04.774,BUAA-WiFi,18:64:72:d3:21:b0,-56,4.0,6.4
2023-06-28 21:41:04.776,AP1_5G,f0:b4:29:db:56:86,-54,4.0,6.4
2023-06-28 21:41:04.777,AP1,f0:b4:29:db:56:85,-48,4.0,6.4
2023-06-28 21:41:04.778,BUAA-Mobile,40:e3:d6:8d:14:61,-87,4.0,6.4
2023-06-28 21:41:04.779,BUAA-WiFi,40:e3:d6:8d:14:60,-86,4.0,6.4
2023-06-28 21:41:04.780,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-44,4.0,6.4
2023-06-28 21:41:04.782,,ee:b9:70:df:6e:22,-85,4.0,6.4
2023-06-28 21:41:04.783,BUAA-Mobile,18:64:72:d3:21:b1,-56,4.0,6.4
2023-06-28 21:41:04.784,BUAA-Mobile,18:64:72:d3:03:91,-66,4.0,6.4
2023-06-28 21:41:04.785,BUAA-WiFi,18:64:72:d3:03:90,-66,4.0,6.4
2023-06-28 21:41:04.785,DIRECT-c4-HP M283 LaserJet,5e:fb:3a:d6:d8:c4,-92,4.0,6.4
2023-06-28 21:41:04.786,BUAA-Mobile,18:64:72:d3:1f:e1,-78,4.0,6.4
2023-06-28 21:41:04.787,BUAA-WiFi,18:64:72:d3:1f:e0,-78,4.0,6.4
2023-06-28 21:41:04.788,BUAA-Mobile,18:64:72:d3:29:51,-78,4.0,6.4
2023-06-28 21:41:04.788,BUAA-WiFi,18:64:72:d3:29:50,-79,4.0,6.4
2023-06-28 21:41:04.789,BUAA-Mobile,18:64:72:d3:21:a1,-53,4.0,6.4
2023-06-28 21:41:04.790,BUAA-WiFi,18:64:72:d3:21:a0,-53,4.0,6.4
2023-06-28 21:41:04.791,,9e:2b:a6:51:db:46,-98,4.0,6.4
2023-06-28 21:41:04.791,G1113,9c:2b:a6:f1:db:46,-97,4.0,6.4
2023-06-28 21:41:04.792,BUAA-Mobile,b0:f9:63:24:1b:12,-97,4.0,6.4
2023-06-28 21:41:04.793,,aa:39:b3:d8:a7:52,-81,4.0,6.4
2023-06-28 21:41:04.793,Peppa Pig,48:a1:95:eb:c6:20,-67,4.0,6.4
2023-06-28 21:41:04.794,HUAWEI-AF135Y,42:b9:5a:e0:81:02,-95,4.0,6.4
2023-06-28 21:41:04.795,,f6:2a:7d:6f:33:39,-97,4.0,6.4
2023-06-28 21:41:04.796,BUAA-Mobile,18:64:72:d3:29:41,-80,4.0,6.4
2023-06-28 21:41:04.798,BUAA-WiFi,18:64:72:d3:03:80,-66,4.0,6.4
2023-06-28 21:41:04.799,蜜蜂飞机楼,6c:72:20:53:4e:95,-93,4.0,6.4
2023-06-28 21:41:04.801,CMT,28:64:b0:7b:b0:a0,-92,4.0,6.4
2023-06-28 21:41:04.801,HUAWEI-GYEL3E_5G,c8:94:bb:21:09:24,-85,4.0,6.4
2023-06-28 21:41:04.802,,32:b4:9e:60:24:33,-93,4.0,6.4
2023-06-28 21:41:04.803,,0a:41:20:8d:58:eb,-94,4.0,6.4
2023-06-28 21:41:04.804,BUAA-WiFi,18:64:72:d3:29:40,-88,4.0,6.4
2023-06-28 21:41:05.749,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-57,4.0,6.4
2023-06-28 21:41:05.752,Peppa Pig,48:a1:95:eb:c6:21,-70,4.0,6.4
2023-06-28 21:41:05.755,BUAA-WiFi,18:64:72:d3:21:b0,-56,4.0,6.4
2023-06-28 21:41:05.757,AP1_5G,f0:b4:29:db:56:86,-54,4.0,6.4
2023-06-28 21:41:05.760,AP1,f0:b4:29:db:56:85,-48,4.0,6.4
2023-06-28 21:41:05.761,BUAA-Mobile,40:e3:d6:8d:14:61,-87,4.0,6.4
2023-06-28 21:41:05.763,BUAA-WiFi,40:e3:d6:8d:14:60,-86,4.0,6.4
2023-06-28 21:41:05.765,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-44,4.0,6.4
2023-06-28 21:41:05.766,,ee:b9:70:df:6e:22,-85,4.0,6.4
2023-06-28 21:41:05.768,BUAA-Mobile,18:64:72:d3:21:b1,-56,4.0,6.4
2023-06-28 21:41:05.770,BUAA-Mobile,18:64:72:d3:03:91,-66,4.0,6.4
2023-06-28 21:41:05.771,BUAA-WiFi,18:64:72:d3:03:90,-66,4.0,6.4
2023-06-28 21:41:05.772,DIRECT-c4-HP M283 LaserJet,5e:fb:3a:d6:d8:c4,-92,4.0,6.4
2023-06-28 21:41:05.773,BUAA-Mobile,18:64:72:d3:1f:e1,-78,4.0,6.4
2023-06-28 21:41:05.774,BUAA-WiFi,18:64:72:d3:1f:e0,-78,4.0,6.4
2023-06-28 21:41:05.775,BUAA-Mobile,18:64:72:d3:29:51,-78,4.0,6.4
2023-06-28 21:41:05.776,BUAA-WiFi,18:64:72:d3:29:50,-79,4.0,6.4
2023-06-28 21:41:05.777,BUAA-Mobile,18:64:72:d3:21:a1,-53,4.0,6.4
2023-06-28 21:41:05.778,BUAA-WiFi,18:64:72:d3:21:a0,-53,4.0,6.4
2023-06-28 21:41:05.779,,9e:2b:a6:51:db:46,-98,4.0,6.4
2023-06-28 21:41:05.780,G1113,9c:2b:a6:f1:db:46,-97,4.0,6.4
2023-06-28 21:41:05.781,BUAA-Mobile,b0:f9:63:24:1b:12,-97,4.0,6.4
2023-06-28 21:41:05.782,,aa:39:b3:d8:a7:52,-81,4.0,6.4
2023-06-28 21:41:05.782,Peppa Pig,48:a1:95:eb:c6:20,-67,4.0,6.4
2023-06-28 21:41:05.783,HUAWEI-AF135Y,42:b9:5a:e0:81:02,-95,4.0,6.4
2023-06-28 21:41:05.784,,f6:2a:7d:6f:33:39,-97,4.0,6.4
2023-06-28 21:41:05.785,BUAA-Mobile,18:64:72:d3:29:41,-80,4.0,6.4
2023-06-28 21:41:05.785,BUAA-WiFi,18:64:72:d3:03:80,-66,4.0,6.4
2023-06-28 21:41:05.786,蜜蜂飞机楼,6c:72:20:53:4e:95,-93,4.0,6.4
2023-06-28 21:41:05.788,CMT,28:64:b0:7b:b0:a0,-92,4.0,6.4
2023-06-28 21:41:05.789,HUAWEI-GYEL3E_5G,c8:94:bb:21:09:24,-85,4.0,6.4
2023-06-28 21:41:05.790,,32:b4:9e:60:24:33,-93,4.0,6.4
2023-06-28 21:41:05.791,,0a:41:20:8d:58:eb,-94,4.0,6.4
2023-06-28 21:41:05.792,BUAA-WiFi,18:64:72:d3:29:40,-88,4.0,6.4
2023-06-28 21:41:06.749,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-57,4.0,6.4
2023-06-28 21:41:06.753,Peppa Pig,48:a1:95:eb:c6:21,-70,4.0,6.4
2023-06-28 21:41:06.757,BUAA-WiFi,18:64:72:d3:21:b0,-56,4.0,6.4
2023-06-28 21:41:06.760,AP1_5G,f0:b4:29:db:56:86,-54,4.0,6.4
2023-06-28 21:41:06.763,AP1,f0:b4:29:db:56:85,-48,4.0,6.4
2023-06-28 21:41:06.765,BUAA-Mobile,40:e3:d6:8d:14:61,-87,4.0,6.4
2023-06-28 21:41:06.768,BUAA-WiFi,40:e3:d6:8d:14:60,-86,4.0,6.4
2023-06-28 21:41:06.770,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-44,4.0,6.4
2023-06-28 21:41:06.772,,ee:b9:70:df:6e:22,-85,4.0,6.4
2023-06-28 21:41:06.774,BUAA-Mobile,18:64:72:d3:21:b1,-56,4.0,6.4
2023-06-28 21:41:06.776,BUAA-Mobile,18:64:72:d3:03:91,-66,4.0,6.4
2023-06-28 21:41:06.777,BUAA-WiFi,18:64:72:d3:03:90,-66,4.0,6.4
