Time,Name,IP,Value,X,Y
2023-06-28 20:48:13.585,Peppa Pig,48:a1:95:eb:c6:21,-60,1.5,8.2
2023-06-28 20:48:13.588,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-53,1.5,8.2
2023-06-28 20:48:13.589,BUAA-Mobile,18:64:72:d3:21:b1,-49,1.5,8.2
2023-06-28 20:48:13.590,BUAA-WiFi,18:64:72:d3:21:b0,-50,1.5,8.2
2023-06-28 20:48:13.591,AP1_5G,f0:b4:29:db:56:86,-56,1.5,8.2
2023-06-28 20:48:13.591,AP1,f0:b4:29:db:56:85,-50,1.5,8.2
2023-06-28 20:48:13.592,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-33,1.5,8.2
2023-06-28 20:48:13.593,Peppa Pig,48:a1:95:eb:c6:20,-59,1.5,8.2
2023-06-28 20:48:13.594,,32:b4:9e:60:24:33,-82,1.5,8.2
2023-06-28 20:48:13.595,BUAA-WiFi,18:64:72:d3:1b:00,-87,1.5,8.2
2023-06-28 20:48:13.595,BUAA-Mobile,18:64:72:d3:21:a1,-55,1.5,8.2
2023-06-28 20:48:13.596,BUAA-WiFi,18:64:72:d3:21:a0,-57,1.5,8.2
2023-06-28 20:48:13.597,CMT,28:64:b0:7b:b0:a0,-85,1.5,8.2
2023-06-28 20:48:13.598,BUAA-WiFi,18:64:72:d3:03:80,-62,1.5,8.2
2023-06-28 20:48:14.563,Peppa Pig,48:a1:95:eb:c6:21,-60,1.5,8.2
2023-06-28 20:48:14.571,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-53,1.5,8.2
2023-06-28 20:48:14.573,BUAA-Mobile,18:64:72:d3:21:b1,-49,1.5,8.2
2023-06-28 20:48:14.581,BUAA-WiFi,18:64:72:d3:21:b0,-50,1.5,8.2
2023-06-28 20:48:14.585,AP1_5G,f0:b4:29:db:56:86,-56,1.5,8.2
2023-06-28 20:48:14.589,AP1,f0:b4:29:db:56:85,-50,1.5,8.2
2023-06-28 20:48:14.591,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-33,1.5,8.2
