Time,Name,IP,Value,X,Y
2023-06-28 21:06:39.112,Peppa Pig,48:a1:95:eb:c6:21,-68,2.5,3.7
2023-06-28 21:06:39.115,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-75,2.5,3.7
2023-06-28 21:06:39.116,BUAA-Mobile,18:64:72:d3:21:b1,-52,2.5,3.7
2023-06-28 21:06:39.117,BUAA-WiFi,18:64:72:d3:21:b0,-53,2.5,3.7
2023-06-28 21:06:39.119,AP1_5G,f0:b4:29:db:56:86,-53,2.5,3.7
2023-06-28 21:06:39.120,AP1,f0:b4:29:db:56:85,-41,2.5,3.7
2023-06-28 21:06:39.121,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-55,2.5,3.7
2023-06-28 21:06:39.122,BUAA-WiFi,b0:f9:63:24:54:b0,-96,2.5,3.7
2023-06-28 21:06:39.123,BUAA-WiFi,18:64:72:d3:21:a0,-46,2.5,3.7
2023-06-28 21:06:39.124,BUAA-Mobile,18:64:72:d3:03:81,-76,2.5,3.7
2023-06-28 21:06:39.125,BUAA-WiFi,18:64:72:d3:03:80,-76,2.5,3.7
2023-06-28 21:06:39.126,HUAWEI-GYEL3E_5G,c8:94:bb:21:09:24,-83,2.5,3.7
2023-06-28 21:06:39.127,BUAA-Mobile,18:64:72:d3:21:a1,-46,2.5,3.7
2023-06-28 21:06:39.127,Peppa Pig,48:a1:95:eb:c6:20,-63,2.5,3.7
2023-06-28 21:06:39.128,,32:b4:9e:60:24:33,-88,2.5,3.7
2023-06-28 21:06:39.129,BUAA-Mobile,18:64:72:d3:1b:01,-92,2.5,3.7
2023-06-28 21:06:39.130,BUAA-WiFi,18:64:72:d3:1b:00,-93,2.5,3.7
2023-06-28 21:06:39.131,xiao group,8a:25:93:86:e0:4c,-87,2.5,3.7
2023-06-28 21:06:39.132,BUAA-Mobile,18:64:72:d3:29:41,-93,2.5,3.7
2023-06-28 21:06:39.133,BUAA-WiFi,18:64:72:d3:29:40,-93,2.5,3.7
2023-06-28 21:06:39.134,,28:64:b0:7b:b0:a5,-88,2.5,3.7
2023-06-28 21:06:39.135,CMT,28:64:b0:7b:b0:a0,-87,2.5,3.7
2023-06-28 21:06:39.135,BUAA-Mobile,18:64:72:d3:03:91,-73,2.5,3.7
2023-06-28 21:06:39.136,BUAA-WiFi,18:64:72:d3:03:90,-73,2.5,3.7
2023-06-28 21:06:39.137,,ee:b9:70:df:6e:22,-95,2.5,3.7
2023-06-28 21:06:39.139,BUAA-Mobile,18:64:72:d3:29:51,-79,2.5,3.7
2023-06-28 21:06:39.139,BUAA-WiFi,18:64:72:d3:29:50,-81,2.5,3.7
2023-06-28 21:06:40.083,Peppa Pig,48:a1:95:eb:c6:21,-68,2.5,3.7
2023-06-28 21:06:40.088,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-75,2.5,3.7
2023-06-28 21:06:40.090,BUAA-Mobile,18:64:72:d3:21:b1,-52,2.5,3.7
2023-06-28 21:06:40.092,BUAA-WiFi,18:64:72:d3:21:b0,-53,2.5,3.7
2023-06-28 21:06:40.094,AP1_5G,f0:b4:29:db:56:86,-53,2.5,3.7
2023-06-28 21:06:40.096,AP1,f0:b4:29:db:56:85,-41,2.5,3.7
2023-06-28 21:06:40.097,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-55,2.5,3.7
2023-06-28 21:06:40.098,BUAA-WiFi,b0:f9:63:24:54:b0,-96,2.5,3.7
2023-06-28 21:06:40.099,BUAA-WiFi,18:64:72:d3:21:a0,-46,2.5,3.7
2023-06-28 21:06:40.100,BUAA-Mobile,18:64:72:d3:03:81,-76,2.5,3.7
2023-06-28 21:06:40.100,BUAA-WiFi,18:64:72:d3:03:80,-76,2.5,3.7
2023-06-28 21:06:40.101,HUAWEI-GYEL3E_5G,c8:94:bb:21:09:24,-83,2.5,3.7
2023-06-28 21:06:40.102,BUAA-Mobile,18:64:72:d3:21:a1,-46,2.5,3.7
2023-06-28 21:06:40.103,Peppa Pig,48:a1:95:eb:c6:20,-63,2.5,3.7
2023-06-28 21:06:40.104,,32:b4:9e:60:24:33,-88,2.5,3.7
2023-06-28 21:06:40.105,BUAA-Mobile,18:64:72:d3:1b:01,-92,2.5,3.7
2023-06-28 21:06:40.106,BUAA-WiFi,18:64:72:d3:1b:00,-93,2.5,3.7
2023-06-28 21:06:40.107,xiao group,8a:25:93:86:e0:4c,-87,2.5,3.7
2023-06-28 21:06:40.107,BUAA-Mobile,18:64:72:d3:29:41,-93,2.5,3.7
2023-06-28 21:06:40.108,BUAA-WiFi,18:64:72:d3:29:40,-93,2.5,3.7
2023-06-28 21:06:40.109,,28:64:b0:7b:b0:a5,-88,2.5,3.7
2023-06-28 21:06:40.110,CMT,28:64:b0:7b:b0:a0,-87,2.5,3.7
2023-06-28 21:06:40.111,BUAA-Mobile,18:64:72:d3:03:91,-73,2.5,3.7
2023-06-28 21:06:40.112,BUAA-WiFi,18:64:72:d3:03:90,-73,2.5,3.7
2023-06-28 21:06:40.113,,ee:b9:70:df:6e:22,-95,2.5,3.7
2023-06-28 21:06:40.114,BUAA-Mobile,18:64:72:d3:29:51,-79,2.5,3.7
2023-06-28 21:06:40.115,BUAA-WiFi,18:64:72:d3:29:50,-81,2.5,3.7
2023-06-28 21:06:41.084,Peppa Pig,48:a1:95:eb:c6:21,-68,2.5,3.7
2023-06-28 21:06:41.088,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-75,2.5,3.7
2023-06-28 21:06:41.091,BUAA-Mobile,18:64:72:d3:21:b1,-52,2.5,3.7
2023-06-28 21:06:41.093,BUAA-WiFi,18:64:72:d3:21:b0,-53,2.5,3.7
2023-06-28 21:06:41.096,AP1_5G,f0:b4:29:db:56:86,-53,2.5,3.7
2023-06-28 21:06:41.098,AP1,f0:b4:29:db:56:85,-41,2.5,3.7
2023-06-28 21:06:41.101,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-55,2.5,3.7
2023-06-28 21:06:41.104,BUAA-WiFi,b0:f9:63:24:54:b0,-96,2.5,3.7
2023-06-28 21:06:41.107,BUAA-WiFi,18:64:72:d3:21:a0,-46,2.5,3.7
2023-06-28 21:06:41.109,BUAA-Mobile,18:64:72:d3:03:81,-76,2.5,3.7
2023-06-28 21:06:41.111,BUAA-WiFi,18:64:72:d3:03:80,-76,2.5,3.7
2023-06-28 21:06:41.114,HUAWEI-GYEL3E_5G,c8:94:bb:21:09:24,-83,2.5,3.7
2023-06-28 21:06:41.117,BUAA-Mobile,18:64:72:d3:21:a1,-46,2.5,3.7
2023-06-28 21:06:41.120,Peppa Pig,48:a1:95:eb:c6:20,-63,2.5,3.7
2023-06-28 21:06:41.122,,32:b4:9e:60:24:33,-88,2.5,3.7
2023-06-28 21:06:41.124,BUAA-Mobile,18:64:72:d3:1b:01,-92,2.5,3.7
2023-06-28 21:06:41.126,BUAA-WiFi,18:64:72:d3:1b:00,-93,2.5,3.7
2023-06-28 21:06:41.128,xiao group,8a:25:93:86:e0:4c,-87,2.5,3.7
2023-06-28 21:06:41.131,BUAA-Mobile,18:64:72:d3:29:41,-93,2.5,3.7
2023-06-28 21:06:41.133,BUAA-WiFi,18:64:72:d3:29:40,-93,2.5,3.7
2023-06-28 21:06:41.135,,28:64:b0:7b:b0:a5,-88,2.5,3.7
2023-06-28 21:06:41.137,CMT,28:64:b0:7b:b0:a0,-87,2.5,3.7
2023-06-28 21:06:41.140,BUAA-Mobile,18:64:72:d3:03:91,-73,2.5,3.7
2023-06-28 21:06:41.142,BUAA-WiFi,18:64:72:d3:03:90,-73,2.5,3.7
2023-06-28 21:06:41.144,,ee:b9:70:df:6e:22,-95,2.5,3.7
2023-06-28 21:06:41.146,BUAA-Mobile,18:64:72:d3:29:51,-79,2.5,3.7
2023-06-28 21:06:41.148,BUAA-WiFi,18:64:72:d3:29:50,-81,2.5,3.7
2023-06-28 21:06:42.083,Peppa Pig,48:a1:95:eb:c6:21,-68,2.5,3.7
2023-06-28 21:06:42.088,Xiaomi_CEB5_5G,f0:b4:29:da:ce:b7,-75,2.5,3.7
2023-06-28 21:06:42.092,BUAA-Mobile,18:64:72:d3:21:b1,-52,2.5,3.7
2023-06-28 21:06:42.095,BUAA-WiFi,18:64:72:d3:21:b0,-53,2.5,3.7
2023-06-28 21:06:42.099,AP1_5G,f0:b4:29:db:56:86,-53,2.5,3.7
2023-06-28 21:06:42.102,AP1,f0:b4:29:db:56:85,-41,2.5,3.7
2023-06-28 21:06:42.104,Xiaomi_CEB5,f0:b4:29:da:ce:b6,-55,2.5,3.7
2023-06-28 21:06:42.107,BUAA-WiFi,b0:f9:63:24:54:b0,-96,2.5,3.7
2023-06-28 21:06:42.109,BUAA-WiFi,18:64:72:d3:21:a0,-46,2.5,3.7
2023-06-28 21:06:42.111,BUAA-Mobile,18:64:72:d3:03:81,-76,2.5,3.7
2023-06-28 21:06:42.113,BUAA-WiFi,18:64:72:d3:03:80,-76,2.5,3.7
2023-06-28 21:06:42.115,HUAWEI-GYEL3E_5G,c8:94:bb:21:09:24,-83,2.5,3.7
2023-06-28 21:06:42.117,BUAA-Mobile,18:64:72:d3:21:a1,-46,2.5,3.7
2023-06-28 21:06:42.120,Peppa Pig,48:a1:95:eb:c6:20,-63,2.5,3.7
2023-06-28 21:06:42.122,,32:b4:9e:60:24:33,-88,2.5,3.7
2023-06-28 21:06:42.124,BUAA-Mobile,18:64:72:d3:1b:01,-92,2.5,3.7
2023-06-28 21:06:42.126,BUAA-WiFi,18:64:72:d3:1b:00,-93,2.5,3.7
2023-06-28 21:06:42.128,xiao group,8a:25:93:86:e0:4c,-87,2.5,3.7
