2023-07-03 19:00:51.617	BUAA-Mobile	18:64:72:d3:21:b1	-51
2023-07-03 19:00:51.621	BUAA-WiFi	18:64:72:d3:21:b0	-55
2023-07-03 19:00:51.622	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-64
2023-07-03 19:00:51.624	Peppa Pig	48:a1:95:eb:c6:21	-66
2023-07-03 19:00:51.625	AP1_5G	f0:b4:29:db:56:86	-61
2023-07-03 19:00:51.627	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-42
2023-07-03 19:00:51.630	AP1	f0:b4:29:db:56:85	-47
2023-07-03 19:00:51.631	Peppa Pig	48:a1:95:eb:c6:20	-60
2023-07-03 19:00:51.632	BUAA-Mobile	18:64:72:d3:29:41	-70
2023-07-03 19:00:51.633	BUAA-WiFi	18:64:72:d3:29:40	-70
2023-07-03 19:00:51.634	BUAA-Mobile	18:64:72:d3:03:91	-63
2023-07-03 19:00:51.635	BUAA-WiFi	18:64:72:d3:03:90	-63
2023-07-03 19:00:51.636	BUAA-Mobile	18:64:72:d3:1f:e1	-85
2023-07-03 19:00:51.637	BUAA-WiFi	18:64:72:d3:1f:e0	-86
2023-07-03 19:00:51.640	BUAA-Mobile	18:64:72:d3:03:81	-58
2023-07-03 19:00:51.641	BUAA-WiFi	18:64:72:d3:03:80	-58
2023-07-03 19:00:51.642	BUAA-WiFi	18:64:72:d3:21:a0	-53
2023-07-03 19:00:51.643	Xiaomi_3308	a4:39:b3:d8:a7:52	-86
2023-07-03 19:00:51.645		28:64:b0:7b:b0:a1	-88
2023-07-03 19:00:51.646		32:b4:9e:60:24:33	-82
2023-07-03 19:00:51.647	BUAA-Mobile	18:64:72:d3:29:51	-79
2023-07-03 19:00:51.648	BUAA-WiFi	18:64:72:d3:29:50	-77
2023-07-03 19:00:51.649	BUAA-Mobile	18:64:72:d3:21:a1	-46
2023-07-03 19:00:52.585	BUAA-Mobile	18:64:72:d3:21:b1	-51
2023-07-03 19:00:52.592	BUAA-WiFi	18:64:72:d3:21:b0	-55
2023-07-03 19:00:52.595	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-64
2023-07-03 19:00:52.598	Peppa Pig	48:a1:95:eb:c6:21	-66
2023-07-03 19:00:52.601	AP1_5G	f0:b4:29:db:56:86	-61
2023-07-03 19:00:52.604	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-42
2023-07-03 19:00:52.606	AP1	f0:b4:29:db:56:85	-47
2023-07-03 19:00:52.607	Peppa Pig	48:a1:95:eb:c6:20	-60
2023-07-03 19:00:52.610	BUAA-Mobile	18:64:72:d3:29:41	-70
2023-07-03 19:00:52.612	BUAA-WiFi	18:64:72:d3:29:40	-70
2023-07-03 19:00:52.614	BUAA-Mobile	18:64:72:d3:03:91	-63
2023-07-03 19:00:52.615	BUAA-WiFi	18:64:72:d3:03:90	-63
2023-07-03 19:00:52.617	BUAA-Mobile	18:64:72:d3:1f:e1	-85
2023-07-03 19:00:52.618	BUAA-WiFi	18:64:72:d3:1f:e0	-86
2023-07-03 19:00:52.619	BUAA-Mobile	18:64:72:d3:03:81	-58
2023-07-03 19:00:52.621	BUAA-WiFi	18:64:72:d3:03:80	-58
2023-07-03 19:00:52.623	BUAA-WiFi	18:64:72:d3:21:a0	-53
2023-07-03 19:00:52.624	Xiaomi_3308	a4:39:b3:d8:a7:52	-86
2023-07-03 19:00:52.625		28:64:b0:7b:b0:a1	-88
2023-07-03 19:00:52.626		32:b4:9e:60:24:33	-82
2023-07-03 19:00:52.627	BUAA-Mobile	18:64:72:d3:29:51	-79
2023-07-03 19:00:52.628	BUAA-WiFi	18:64:72:d3:29:50	-77
2023-07-03 19:00:52.629	BUAA-Mobile	18:64:72:d3:21:a1	-46
2023-07-03 19:00:53.585	BUAA-Mobile	18:64:72:d3:21:b1	-51
2023-07-03 19:00:53.595	BUAA-WiFi	18:64:72:d3:21:b0	-52
2023-07-03 19:00:53.602	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-56
2023-07-03 19:00:53.606	Peppa Pig	48:a1:95:eb:c6:21	-66
2023-07-03 19:00:53.610	AP1_5G	f0:b4:29:db:56:86	-58
2023-07-03 19:00:53.613	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-45
2023-07-03 19:00:53.615	BUAA-Mobile	40:e3:d6:8d:14:61	-87
2023-07-03 19:00:53.618	BUAA-WiFi	40:e3:d6:8d:14:60	-86
2023-07-03 19:00:53.621	Peppa Pig	48:a1:95:eb:c6:20	-55
2023-07-03 19:00:53.623		0c:b5:27:5e:a2:bd	-93
2023-07-03 19:00:53.625	CMT	28:64:b0:7b:b0:a0	-97
2023-07-03 19:00:53.627	BUAA-WiFi	18:64:72:d3:29:40	-65
2023-07-03 19:00:53.629	BUAA-Mobile	18:64:72:d3:03:91	-64
2023-07-03 19:00:53.631	BUAA-WiFi	18:64:72:d3:03:90	-63
2023-07-03 19:00:53.633	BUAA-Mobile	18:64:72:d3:03:81	-61
2023-07-03 19:00:53.635	BUAA-WiFi	18:64:72:d3:03:80	-61
2023-07-03 19:00:53.637	BUAA-Mobile	18:64:72:d3:21:a1	-54
2023-07-03 19:00:53.640	BUAA-WiFi	18:64:72:d3:21:a0	-54
2023-07-03 19:00:53.641	AP1	f0:b4:29:db:56:85	-47
2023-07-03 19:00:53.643	BUAA-Mobile	18:64:72:d3:29:41	-70
2023-07-03 19:00:53.644	BUAA-Mobile	18:64:72:d3:1f:e1	-85
2023-07-03 19:00:53.646	BUAA-WiFi	18:64:72:d3:1f:e0	-86
2023-07-03 19:00:53.647	Xiaomi_3308	a4:39:b3:d8:a7:52	-86
2023-07-03 19:00:53.649		28:64:b0:7b:b0:a1	-88
2023-07-03 19:00:53.651		32:b4:9e:60:24:33	-82
2023-07-03 19:00:54.586	BUAA-WiFi	18:64:72:d3:21:b0	-56
2023-07-03 19:00:54.594	Xiaomi_CEB5_5G	f0:b4:29:da:ce:b7	-55
2023-07-03 19:00:54.600	Peppa Pig	48:a1:95:eb:c6:21	-67
2023-07-03 19:00:54.604	AP1_5G	f0:b4:29:db:56:86	-63
2023-07-03 19:00:54.607	AP1	f0:b4:29:db:56:85	-45
2023-07-03 19:00:54.611	Xiaomi_CEB5	f0:b4:29:da:ce:b6	-43
2023-07-03 19:00:54.614	CMT	28:64:b0:7b:b0:a0	-80
2023-07-03 19:00:54.616	BUAA-Mobile	18:64:72:d3:21:b1	-53
2023-07-03 19:00:54.618	BUAA-Mobile	b0:f9:63:24:51:b2	-91
2023-07-03 19:00:54.621	BUAA-Mobile	18:64:72:d3:03:91	-61
2023-07-03 19:00:54.623	BUAA-WiFi	b0:f9:63:24:51:b0	-91
2023-07-03 19:00:54.626	BUAA-WiFi	18:64:72:d3:03:90	-61
2023-07-03 19:00:54.628	BUAA-Mobile	18:64:72:d3:29:51	-77
2023-07-03 19:00:54.631	BUAA-WiFi	18:64:72:d3:29:50	-76
2023-07-03 19:00:54.633	BUAA-WiFi	18:64:72:d3:03:80	-68
2023-07-03 19:00:54.636	BUAA-Mobile	18:64:72:d3:21:a1	-53
2023-07-03 19:00:54.639	HUAWEI-GYEL3E_5G	a8:5a:e0:db:b5:0c	-81
2023-07-03 19:00:54.641	BUAA-WiFi	18:64:72:d3:21:a0	-53
2023-07-03 19:00:54.644	BUAA-Mobile	40:e3:d6:8d:14:61	-87
2023-07-03 19:00:54.646	BUAA-WiFi	40:e3:d6:8d:14:60	-86
2023-07-03 19:00:54.649	Peppa Pig	48:a1:95:eb:c6:20	-55
2023-07-03 19:00:54.651		0c:b5:27:5e:a2:bd	-93
2023-07-03 19:00:54.653	BUAA-WiFi	18:64:72:d3:29:40	-65
2023-07-03 19:00:54.656	BUAA-Mobile	18:64:72:d3:03:81	-61
